name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист по сопровождению 1С,70000,,RUR,Екатеринбург,2022-12-18T08:27:22+0300
Механик,45000,50000,RUR,Ковров,2022-12-18T08:59:54+0300
Оператор станка ЧПУ Мультикам,,,,Алматы,2022-12-18T08:42:11+0300
Руководитель проекта,100000,,RUR,Казань,2022-12-18T08:58:34+0300
Инженер технической поддержки оргтехники,50000,,RUR,Москва,2022-12-18T08:41:29+0300
Дизайнер-визуализатор (Вторчермет),45000,,RUR,Екатеринбург,2022-12-18T08:08:49+0300
Специалист по сопровождению 1С,70000,,RUR,Новосибирск,2022-12-18T08:27:22+0300
Токарь-универсал ДИП-500,80000,,RUR,Екатеринбург,2022-12-18T08:15:30+0300
Специалист по сопровождению 1С,70000,,RUR,Хабаровск,2022-12-18T08:27:22+0300
Электромеханик,30000,,RUR,Челябинск,2022-12-18T08:27:49+0300
Механик на производство,43000,48000,RUR,Новосибирск,2022-12-18T08:41:32+0300
Специалист отдела методологии (Бизнес-аналитик),,60000,RUR,Тюмень,2022-12-18T08:26:05+0300
Программист 1C,,,,Липецк,2022-12-18T08:44:06+0300
Инженер по АСУ и электроприводу (обслуживание частотных преобразователей),,70000,RUR,Волгоград,2022-12-18T08:18:57+0300
Главный инженер по IT-технологиям,55000,,RUR,Владимир,2022-12-18T08:09:42+0300
"Директор по развитию розничной сети гипермаркетов ""Маяк""",75000,350000,RUR,Москва,2022-12-18T08:41:15+0300
Инсталлятор / Специалист по подключению абонентов / Монтажник интернет-сетей(возможно без опыта),40000,50000,RUR,Барнаул,2022-12-18T08:47:00+0300
Инженер SIEM,150000,,RUR,Москва,2022-12-18T08:25:26+0300
Senior Frontend разработчик Angular,200000,300000,RUR,Екатеринбург,2022-12-18T08:23:24+0300
Middle Unity Developer,,,,Армения,2022-12-18T08:17:54+0300
Сервисный инженер по ремонту и обслуживанию принтеров и компьютерной техники,40000,,RUR,Пермь,2022-12-18T08:40:27+0300
Системный аналитик (Академгородок),,120000,RUR,Новосибирск,2022-12-18T08:12:43+0300
Техник ОПС,40000,80000,RUR,Екатеринбург,2022-12-18T08:32:46+0300
Оператор токарного станка с ЧПУ,60000,70000,RUR,Санкт-Петербург,2022-12-18T08:07:02+0300
Frontend разработчик 1С Битрикс,60000,80000,RUR,Москва,2022-12-18T08:38:34+0300
Backend-разработчик на Python (по работе с BIM моделями Revit),80000,,RUR,Екатеринбург,2022-12-18T08:34:06+0300
Руководитель проекта,120000,,RUR,Тюмень,2022-12-18T08:42:14+0300
Lead Product Analyst,250000,,RUR,Москва,2022-12-18T08:37:11+0300
Корпоративный менеджер (руководитель проектов),80000,,RUR,Красноярск,2022-12-18T08:04:37+0300
"Front-End разработчик (Vue.js, Typescript, SPA)",5000,,USD,Турция,2022-12-18T08:10:56+0300
Специалист по сопровождению 1С,70000,,RUR,Владивосток,2022-12-18T08:27:22+0300
Бортовой механик (электромеханик),250000,,KZT,Алматы,2022-12-18T08:22:49+0300
Электронщик,40000,,RUR,Электросталь,2022-12-18T08:12:38+0300
"Front-End разработчик (Vue.js, Typescript, SPA)",5000,,USD,Эстония,2022-12-18T08:10:44+0300
Middle C# (Unity) Developer,,,,Алматы,2022-12-18T08:12:21+0300
Технический писатель,,,,Киров (Кировская область),2022-12-18T08:28:25+0300
Программист 1C,120000,170000,RUR,Санкт-Петербург,2022-12-18T08:52:18+0300
Логист (специалист по контейнерному оборудованию),80000,110000,RUR,Владивосток,2022-12-18T08:30:35+0300
Механик-диагност,50000,,RUR,Калуга,2022-12-18T08:40:53+0300
Наладчик станков с ЧПУ,60000,90000,RUR,Великий Новгород,2022-12-18T08:42:19+0300
Механик по транспорту,60000,65000,RUR,Санкт-Петербург,2022-12-18T08:50:55+0300
Инженер/специалист информационной безопасности,45000,75000,RUR,Новосибирск,2022-12-18T08:56:39+0300
Сервисный инженер ИБП,80000,,RUR,Москва,2022-12-18T08:32:50+0300
Инженер (обслуживание частотных преобразователей),,70000,RUR,Котельниково,2022-12-18T08:18:57+0300
Администратор Linux,,,,Алматы,2022-12-18T08:56:15+0300
Веб-программист Bitrix,65000,120000,RUR,Краснодар,2022-12-18T08:59:29+0300
Механик по ремонту грузоподъемных машин,50000,,RUR,Москва,2022-12-18T08:59:44+0300
Middle/Senior Backend developer PHP,,,,Ташкент,2022-12-18T08:53:20+0300
Delivery Manager,,,,Москва,2022-12-18T08:42:40+0300
Руководитель проектов,120000,,RUR,Москва,2022-12-18T08:59:40+0300
Руководитель проекта,,170000,RUR,Тюмень,2022-12-18T08:45:46+0300
IT Service Manager по управлению доступностью и конфигурациями,,,,Москва,2022-12-18T08:09:55+0300
Методолог,40000,40000,RUR,Омск,2022-12-18T08:50:16+0300
Руководитель сервисного отдела,,,,Алматы,2022-12-18T08:26:46+0300
Заместитель начальника транспортного отдела,55000,70000,RUR,Москва,2022-12-18T08:57:07+0300
Инженер по медицинской технике \ Инженер по медицинскому оборудованию \ Сервисный инженер,,,,Москва,2022-12-18T08:27:36+0300
Методолог-аналитик 1С,,,,Екатеринбург,2022-12-18T08:09:48+0300
Сервисный инженер по ремонту спецтехники,80000,,RUR,Казань,2022-12-18T08:31:00+0300
Инженер-технолог по металлобработке (электромеханик),35000,65000,RUR,Уфа,2022-12-18T08:09:08+0300
Специалист по сопровождению 1С,70000,,RUR,Красноярск,2022-12-18T08:27:22+0300
"Дата-инженер с опытом проектирования БД (middle, senior)",,,,Алматы,2022-12-18T08:39:04+0300
.net разработчик,80000,140000,RUR,Новосибирск,2022-12-18T08:07:17+0300
Инженер-механик,250000,,KZT,Усть-Каменогорск,2022-12-18T08:03:01+0300
Специалист по испытанию ЭКБ,,,,Москва,2022-12-18T08:33:55+0300
Менеджер продукта,,,,Пермь,2022-12-18T08:09:42+0300
Специалист по техническому обследованию и диагностированию лифтов,200000,,KZT,Астана,2022-12-18T08:23:46+0300
Программист 1С в IT компанию,,,,Краснодар,2022-12-18T08:09:52+0300
Инженер по гарантии,,70000,RUR,Тюмень,2022-12-18T08:45:18+0300
Механик (башенных кранов),1500,,BYR,Минск,2022-12-18T08:24:50+0300
Специалист по внедрению и сопровождению 1С / бизнес-аналитик,,,,Витебск,2022-12-18T08:41:10+0300
Senior Unity Developer,,,,Армения,2022-12-18T08:18:37+0300
Стажер-разработчик,18000,25000,RUR,Чебоксары,2022-12-18T09:58:36+0300
Помощник Менеджера Маркетплейсов,25000,30000,RUR,Пермь,2022-12-18T09:58:24+0300
Помощник дизайнера,20000,40000,RUR,Санкт-Петербург,2022-12-18T09:08:41+0300
Системный администратор,40000,40000,RUR,Ставрополь,2022-12-18T09:48:11+0300
Тестировщик ПО,50000,100000,RUR,Москва,2022-12-18T09:21:10+0300
Программист-разработчик,40000,,RUR,Пенза,2022-12-18T09:29:05+0300
Дизайнер / Начинающий специалист,60000,80000,RUR,Москва,2022-12-18T09:38:30+0300
Системный администратор,,40000,RUR,Ижевск,2022-12-18T09:02:37+0300
Редактор статей (подработка),,100000,RUR,Москва,2022-12-18T09:26:57+0300
Ретушер / Фоторедактор (Фотошопер),25000,55000,RUR,Пятигорск,2022-12-18T09:07:36+0300
Дизайнер интерьеров,150000,300000,KZT,Алматы,2022-12-18T09:19:52+0300
Специалист Департамента информационных технологий,,,,Астана,2022-12-18T09:02:40+0300
Редактор художественной литературы,60000,,RUR,Москва,2022-12-18T09:06:45+0300
Инженер по сборке платежных терминалов,55000,70000,RUR,Москва,2022-12-18T09:41:21+0300
Системный администратор,80000,130000,RUR,Москва,2022-12-18T09:46:43+0300
Специалист по технической поддержке,,75600,RUR,Одинцово,2022-12-18T09:19:02+0300
Младший аналитик данных,35000,45000,RUR,Ижевск,2022-12-18T09:28:16+0300
Ведущий Fullstack разработчик,,,,Москва,2022-12-18T09:33:20+0300
DevOps/SRE инженер проекта,150000,250000,RUR,Москва,2022-12-18T09:33:19+0300
Junior+ Backend Разработчик,100000,,RUR,Москва,2022-12-18T09:36:23+0300
Монтажник слаботочных систем,80000,,RUR,Санкт-Петербург,2022-12-18T09:50:19+0300
Арт-менеджер,30000,,RUR,Новороссийск,2022-12-18T09:14:27+0300
Инженер отдела мониторинга (технической поддержки L1),1700,,BYR,Минск,2022-12-18T09:02:04+0300
Ведущий аналитик,,,,Москва,2022-12-18T09:54:28+0300
Графический дизайнер,250000,,KZT,Алматы,2022-12-18T09:57:24+0300
